2022-09-30 17:02:45,729	INFO trainable.py:160 -- Trainable.setup took 24.909 seconds. If your trainable is slow to initialize, consider setting reuse_actors=True to reduce actor creation overheads.
2022-09-30 17:02:45,730	WARNING util.py:65 -- Install gputil for GPU system monitoring.
Main trainign step 0
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.931471824645996, 'policy_loss': 36.99603271484375, 'vf_loss': 179.7366180419922, 'total_loss': 126.79502868652344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.907064914703369, 'policy_loss': 33.169219970703125, 'vf_loss': 142.766845703125, 'total_loss': 104.48357391357422}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.907175064086914, 'policy_loss': 30.71026611328125, 'vf_loss': 123.1861801147461, 'total_loss': 92.23429107666016}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.925199508666992, 'policy_loss': 22.325286865234375, 'vf_loss': 84.47301483154297, 'total_loss': 64.49254608154297}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 25.5594425201416, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.917917251586914, 'policy_loss': 4.688455104827881, 'vf_loss': 29.562715530395508, 'total_loss': 19.400632858276367}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.861305236816406, 'policy_loss': 9.338692665100098, 'vf_loss': 14.636764526367188, 'total_loss': 16.58846092224121}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.911722183227539, 'policy_loss': -4.588550567626953, 'vf_loss': 20.070903778076172, 'total_loss': 5.377784252166748}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92672061920166, 'policy_loss': 36.635013580322266, 'vf_loss': 179.2177734375, 'total_loss': 126.17462921142578}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.922173500061035, 'policy_loss': 34.482303619384766, 'vf_loss': 154.27830505371094, 'total_loss': 111.55223846435547}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924205780029297, 'policy_loss': 33.72938537597656, 'vf_loss': 152.9596405029297, 'total_loss': 110.13996124267578}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924305438995361, 'policy_loss': -20.170562744140625, 'vf_loss': 78.29276275634766, 'total_loss': 18.90657615661621}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9281415939331055, 'policy_loss': 25.28440284729004, 'vf_loss': 100.12677001953125, 'total_loss': 75.27850341796875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.917349815368652, 'policy_loss': -8.081550598144531, 'vf_loss': 36.78617858886719, 'total_loss': 10.242364883422852}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.912229537963867, 'policy_loss': 21.78916358947754, 'vf_loss': 63.48832321166992, 'total_loss': 53.464202880859375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.919824123382568, 'policy_loss': 17.9981632232666, 'vf_loss': 102.39671325683594, 'total_loss': 69.1273193359375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92382287979126, 'policy_loss': 26.124027252197266, 'vf_loss': 97.04927825927734, 'total_loss': 74.57942962646484}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.90733003616333, 'policy_loss': -2.4965577125549316, 'vf_loss': 26.545137405395508, 'total_loss': 10.706936836242676}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.918966770172119, 'policy_loss': 35.522705078125, 'vf_loss': 154.31961059570312, 'total_loss': 112.61331939697266}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 15.61447525024414, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924200534820557, 'policy_loss': 3.5157270431518555, 'vf_loss': 51.051212310791016, 'total_loss': 28.972089767456055}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8707990646362305, 'policy_loss': 5.883209228515625, 'vf_loss': 8.14508056640625, 'total_loss': 9.887041091918945}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.922264099121094, 'policy_loss': 33.63249588012695, 'vf_loss': 185.02597045898438, 'total_loss': 126.07625579833984}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9260334968566895, 'policy_loss': 13.896952629089355, 'vf_loss': 96.11878204345703, 'total_loss': 61.8870849609375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924249172210693, 'policy_loss': 31.350509643554688, 'vf_loss': 135.80833435058594, 'total_loss': 99.18543243408203}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.900801658630371, 'policy_loss': 2.1037654876708984, 'vf_loss': 28.37594985961914, 'total_loss': 16.222732543945312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 21.06377410888672, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.885628700256348, 'policy_loss': -2.1196558475494385, 'vf_loss': 19.339021682739258, 'total_loss': 7.480998992919922}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927468299865723, 'policy_loss': 33.30812454223633, 'vf_loss': 149.37367248535156, 'total_loss': 107.92568969726562}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928098678588867, 'policy_loss': 34.2310791015625, 'vf_loss': 148.99317932128906, 'total_loss': 108.65838623046875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9266815185546875, 'policy_loss': 35.88262176513672, 'vf_loss': 165.75241088867188, 'total_loss': 118.68955993652344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9235358238220215, 'policy_loss': -21.224628448486328, 'vf_loss': 85.75581359863281, 'total_loss': 21.584043502807617}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.925459861755371, 'policy_loss': 34.956153869628906, 'vf_loss': 153.32974243164062, 'total_loss': 111.55177307128906}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.926816940307617, 'policy_loss': -19.751693725585938, 'vf_loss': 92.33314514160156, 'total_loss': 26.345611572265625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.911741256713867, 'policy_loss': 11.122371673583984, 'vf_loss': 25.502403259277344, 'total_loss': 23.80445671081543}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8726396560668945, 'policy_loss': 11.890216827392578, 'vf_loss': 40.35195541381836, 'total_loss': 31.997467041015625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927446365356445, 'policy_loss': 14.350666046142578, 'vf_loss': 45.51386260986328, 'total_loss': 37.03832244873047}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 24.46735382080078, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.864439487457275, 'policy_loss': 2.6253817081451416, 'vf_loss': 12.044180870056152, 'total_loss': 8.578827857971191}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.898061275482178, 'policy_loss': 0.8976861238479614, 'vf_loss': 39.30974578857422, 'total_loss': 20.483577728271484}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.925360679626465, 'policy_loss': 34.166099548339844, 'vf_loss': 151.1177215576172, 'total_loss': 109.65570831298828}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927592754364014, 'policy_loss': 3.0668911933898926, 'vf_loss': 126.26002502441406, 'total_loss': 66.12763214111328}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.892210006713867, 'policy_loss': -8.968579292297363, 'vf_loss': 17.676454544067383, 'total_loss': -0.19927412271499634}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927473068237305, 'policy_loss': 31.35348129272461, 'vf_loss': 138.688720703125, 'total_loss': 100.62857055664062}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 27.38239097595215, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.854405403137207, 'policy_loss': 1.2190561294555664, 'vf_loss': 8.452709197998047, 'total_loss': 5.376866817474365}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924833297729492, 'policy_loss': 33.210472106933594, 'vf_loss': 147.0624542236328, 'total_loss': 106.67244720458984}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.926760673522949, 'policy_loss': 35.186222076416016, 'vf_loss': 171.23260498046875, 'total_loss': 120.7332534790039}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928071022033691, 'policy_loss': 15.960638999938965, 'vf_loss': 57.7220344543457, 'total_loss': 44.75237274169922}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.909192085266113, 'policy_loss': 5.319572925567627, 'vf_loss': 45.99249267578125, 'total_loss': 28.246726989746094}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92796516418457, 'policy_loss': 38.78048324584961, 'vf_loss': 203.1608123779297, 'total_loss': 140.29161071777344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.913642883300781, 'policy_loss': -13.82727336883545, 'vf_loss': 39.95064163208008, 'total_loss': 6.078910827636719}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9236016273498535, 'policy_loss': 33.94273376464844, 'vf_loss': 149.05284118652344, 'total_loss': 108.39991760253906}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.922855377197266, 'policy_loss': 35.103919982910156, 'vf_loss': 149.41319274902344, 'total_loss': 109.74128723144531}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927796840667725, 'policy_loss': 11.11223030090332, 'vf_loss': 123.66268920898438, 'total_loss': 72.87429809570312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.929167747497559, 'policy_loss': 28.380189895629883, 'vf_loss': 116.9193115234375, 'total_loss': 86.77055358886719}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.906267166137695, 'policy_loss': 22.917579650878906, 'vf_loss': 71.8345718383789, 'total_loss': 58.765804290771484}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.912277698516846, 'policy_loss': 9.531020164489746, 'vf_loss': 75.03079223632812, 'total_loss': 46.977294921875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.931406021118164, 'policy_loss': 33.88311767578125, 'vf_loss': 152.65570068359375, 'total_loss': 110.14165496826172}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930619239807129, 'policy_loss': -16.21599006652832, 'vf_loss': 111.3252944946289, 'total_loss': 39.377349853515625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.926711082458496, 'policy_loss': 26.329225540161133, 'vf_loss': 99.59294128417969, 'total_loss': 76.05642700195312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92430305480957, 'policy_loss': 34.19252014160156, 'vf_loss': 172.71177673339844, 'total_loss': 120.47916412353516}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9135613441467285, 'policy_loss': 33.904937744140625, 'vf_loss': 139.428466796875, 'total_loss': 103.55003356933594}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.908984184265137, 'policy_loss': 16.68101692199707, 'vf_loss': 133.4723663330078, 'total_loss': 83.34810638427734}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.879485607147217, 'policy_loss': -13.347286224365234, 'vf_loss': 42.48018264770508, 'total_loss': 7.824010372161865}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.922951698303223, 'policy_loss': 34.301597595214844, 'vf_loss': 150.2400360107422, 'total_loss': 109.35238647460938}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.919891357421875, 'policy_loss': 33.29700469970703, 'vf_loss': 133.56471252441406, 'total_loss': 100.01016235351562}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.912973880767822, 'policy_loss': 28.643720626831055, 'vf_loss': 118.27352142333984, 'total_loss': 87.71134948730469}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.920411109924316, 'policy_loss': 26.132896423339844, 'vf_loss': 114.05059051513672, 'total_loss': 83.08898162841797}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.822663307189941, 'policy_loss': -9.495055198669434, 'vf_loss': 20.08032989501953, 'total_loss': 0.4768831133842468}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.880149841308594, 'policy_loss': 9.633925437927246, 'vf_loss': 27.095230102539062, 'total_loss': 23.11273956298828}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.923653602600098, 'policy_loss': -25.43466567993164, 'vf_loss': 110.80110931396484, 'total_loss': 29.896652221679688}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.917377471923828, 'policy_loss': 35.63426971435547, 'vf_loss': 157.46340942382812, 'total_loss': 114.29679870605469}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924718379974365, 'policy_loss': 33.263221740722656, 'vf_loss': 151.59291076660156, 'total_loss': 108.99043273925781}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.923868179321289, 'policy_loss': 33.55561447143555, 'vf_loss': 148.68324279785156, 'total_loss': 107.82799530029297}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.91841459274292, 'policy_loss': -14.922505378723145, 'vf_loss': 102.13048553466797, 'total_loss': 36.07355499267578}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.836842060089111, 'policy_loss': -9.29601764678955, 'vf_loss': 75.33857727050781, 'total_loss': 28.304903030395508}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.919955253601074, 'policy_loss': 33.57748031616211, 'vf_loss': 147.7480010986328, 'total_loss': 107.38227844238281}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.921798229217529, 'policy_loss': 32.01641082763672, 'vf_loss': 150.2381591796875, 'total_loss': 107.06626892089844}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.854527950286865, 'policy_loss': 11.243001937866211, 'vf_loss': 74.29721069335938, 'total_loss': 48.323062896728516}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.901895046234131, 'policy_loss': 22.803752899169922, 'vf_loss': 121.08140563964844, 'total_loss': 83.27543640136719}
No gradient information.s
training epoch 4 100 58.0 18.91
Main trainign step 5
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.90944242477417, 'policy_loss': -5.146950721740723, 'vf_loss': 138.1721954345703, 'total_loss': 63.870052337646484}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.911318302154541, 'policy_loss': 33.0501594543457, 'vf_loss': 149.71441650390625, 'total_loss': 107.83824920654297}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.905166149139404, 'policy_loss': 34.64608383178711, 'vf_loss': 146.93438720703125, 'total_loss': 108.04422760009766}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.903800010681152, 'policy_loss': -24.905996322631836, 'vf_loss': 118.99554443359375, 'total_loss': 34.522735595703125}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8974528312683105, 'policy_loss': 34.38713073730469, 'vf_loss': 148.92123413085938, 'total_loss': 108.77877044677734}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.900290489196777, 'policy_loss': 32.378135681152344, 'vf_loss': 149.1757049560547, 'total_loss': 106.89698791503906}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.897855758666992, 'policy_loss': -19.192626953125, 'vf_loss': 125.92809295654297, 'total_loss': 43.70244216918945}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.890607833862305, 'policy_loss': 34.067626953125, 'vf_loss': 148.37197875976562, 'total_loss': 108.18470764160156}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8847856521606445, 'policy_loss': 12.832230567932129, 'vf_loss': 144.17596435546875, 'total_loss': 84.85136413574219}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8862457275390625, 'policy_loss': 34.92675018310547, 'vf_loss': 148.39541625976562, 'total_loss': 109.05559539794922}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.888636112213135, 'policy_loss': -21.3687744140625, 'vf_loss': 126.68187713623047, 'total_loss': 41.90327835083008}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.891780376434326, 'policy_loss': 34.883304595947266, 'vf_loss': 147.61013793945312, 'total_loss': 108.61945343017578}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.900534629821777, 'policy_loss': 32.415565490722656, 'vf_loss': 147.57363891601562, 'total_loss': 106.13337707519531}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.904936790466309, 'policy_loss': 32.30254364013672, 'vf_loss': 147.656982421875, 'total_loss': 106.0619888305664}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.906835079193115, 'policy_loss': 21.441665649414062, 'vf_loss': 145.7897491455078, 'total_loss': 94.26747131347656}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.902615547180176, 'policy_loss': 31.85228157043457, 'vf_loss': 114.38975524902344, 'total_loss': 88.97813415527344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.899680137634277, 'policy_loss': 33.407344818115234, 'vf_loss': 176.62423706054688, 'total_loss': 121.65046691894531}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.91121768951416, 'policy_loss': -23.52714729309082, 'vf_loss': 117.90315246582031, 'total_loss': 35.35531997680664}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8138604164123535, 'policy_loss': -5.507305145263672, 'vf_loss': 32.14375686645508, 'total_loss': 10.496435165405273}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.918072700500488, 'policy_loss': -13.013676643371582, 'vf_loss': 135.69119262695312, 'total_loss': 54.76274108886719}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9168596267700195, 'policy_loss': 34.98469543457031, 'vf_loss': 150.91964721679688, 'total_loss': 110.37535095214844}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92356538772583, 'policy_loss': -26.125123977661133, 'vf_loss': 126.78387451171875, 'total_loss': 37.19757843017578}
